%name:SiO2
%note:Silicon dioxide refractive index on wavelength from 0.25um to 2.5um with step of 1nm
%how to call:getIndex('SiO2',wavelength)
0.25,1.5175,0.00026000
0.251,1.5170,0.00025600
0.252,1.5166,0.00025200
0.253,1.5161,0.00024800
0.254,1.5157,0.00024400
0.255,1.5152,0.00024000
0.256,1.5148,0.00023640
0.257,1.5144,0.00023280
0.258,1.5140,0.00022920
0.259,1.5136,0.00022560
0.26,1.5131,0.00022200
0.261,1.5127,0.00021880
0.262,1.5124,0.00021560
0.263,1.5120,0.00021240
0.264,1.5116,0.00020920
0.265,1.5112,0.00020600
0.266,1.5108,0.00020300
0.267,1.5104,0.00020000
0.268,1.5101,0.00019700
0.269,1.5097,0.00019400
0.27,1.5093,0.00019100
0.271,1.5090,0.00018860
0.272,1.5086,0.00018620
0.273,1.5083,0.00018380
0.274,1.5079,0.00018140
0.275,1.5076,0.00017900
0.276,1.5073,0.00017660
0.277,1.5069,0.00017420
0.278,1.5066,0.00017180
0.279,1.5063,0.00016940
0.28,1.5060,0.00016700
0.281,1.5057,0.00016500
0.282,1.5053,0.00016300
0.283,1.5050,0.00016100
0.284,1.5047,0.00015900
0.285,1.5044,0.00015700
0.286,1.5041,0.00015520
0.287,1.5038,0.00015340
0.288,1.5035,0.00015160
0.289,1.5033,0.00014980
0.29,1.5030,0.00014800
0.291,1.5027,0.00014620
0.292,1.5024,0.00014440
0.293,1.5021,0.00014260
0.294,1.5019,0.00014080
0.295,1.5016,0.00013900
0.296,1.5013,0.00013760
0.297,1.5011,0.00013620
0.298,1.5008,0.00013480
0.299,1.5005,0.00013340
0.3,1.5003,0.00013200
0.301,1.5000,0.00013060
0.302,1.4998,0.00012920
0.303,1.4995,0.00012780
0.304,1.4993,0.00012640
0.305,1.4991,0.00012500
0.306,1.4988,0.00012360
0.307,1.4986,0.00012220
0.308,1.4984,0.00012080
0.309,1.4981,0.00011940
0.31,1.4979,0.00011800
0.311,1.4977,0.00011680
0.312,1.4974,0.00011560
0.313,1.4972,0.00011440
0.314,1.4970,0.00011320
0.315,1.4968,0.00011200
0.316,1.4966,0.00011100
0.317,1.4964,0.00011000
0.318,1.4961,0.00010900
0.319,1.4959,0.00010800
0.32,1.4957,0.00010700
0.321,1.4955,0.00010600
0.322,1.4953,0.00010500
0.323,1.4951,0.00010400
0.324,1.4949,0.00010300
0.325,1.4947,0.00010200
0.326,1.4945,0.000081600
0.327,1.4943,0.000061200
0.328,1.4941,0.000040800
0.329,1.4940,0.000020400
0.33,1.4938,0.0000
0.331,1.4936,0.0000
0.332,1.4934,0.0000
0.333,1.4932,0.0000
0.334,1.4930,0.0000
0.335,1.4928,0.0000
0.336,1.4927,0.0000
0.337,1.4925,0.0000
0.338,1.4923,0.0000
0.339,1.4922,0.0000
0.34,1.4920,0.0000
0.341,1.4918,0.0000
0.342,1.4916,0.0000
0.343,1.4915,0.0000
0.344,1.4913,0.0000
0.345,1.4912,0.0000
0.346,1.4910,0.0000
0.347,1.4908,0.0000
0.348,1.4907,0.0000
0.349,1.4905,0.0000
0.35,1.4904,0.0000
0.351,1.4902,0.0000
0.352,1.4901,0.0000
0.353,1.4899,0.0000
0.354,1.4898,0.0000
0.355,1.4896,0.0000
0.356,1.4895,0.0000
0.357,1.4893,0.0000
0.358,1.4892,0.0000
0.359,1.4890,0.0000
0.36,1.4889,0.0000
0.361,1.4887,0.0000
0.362,1.4886,0.0000
0.363,1.4885,0.0000
0.364,1.4883,0.0000
0.365,1.4882,0.0000
0.366,1.4881,0.0000
0.367,1.4879,0.0000
0.368,1.4878,0.0000
0.369,1.4877,0.0000
0.37,1.4875,0.0000
0.371,1.4874,0.0000
0.372,1.4873,0.0000
0.373,1.4871,0.0000
0.374,1.4870,0.0000
0.375,1.4869,0.0000
0.376,1.4868,0.0000
0.377,1.4866,0.0000
0.378,1.4865,0.0000
0.379,1.4864,0.0000
0.38,1.4863,0.0000
0.381,1.4862,0.0000
0.382,1.4860,0.0000
0.383,1.4859,0.0000
0.384,1.4858,0.0000
0.385,1.4857,0.0000
0.386,1.4856,0.0000
0.387,1.4855,0.0000
0.388,1.4854,0.0000
0.389,1.4852,0.0000
0.39,1.4851,0.0000
0.391,1.4850,0.0000
0.392,1.4849,0.0000
0.393,1.4848,0.0000
0.394,1.4847,0.0000
0.395,1.4846,0.0000
0.396,1.4845,0.0000
0.397,1.4844,0.0000
0.398,1.4843,0.0000
0.399,1.4842,0.0000
0.4,1.4841,0.0000
0.401,1.4840,0.0000
0.402,1.4839,0.0000
0.403,1.4838,0.0000
0.404,1.4837,0.0000
0.405,1.4836,0.0000
0.406,1.4835,0.0000
0.407,1.4834,0.0000
0.408,1.4833,0.0000
0.409,1.4832,0.0000
0.41,1.4831,0.0000
0.411,1.4830,0.0000
0.412,1.4829,0.0000
0.413,1.4828,0.0000
0.414,1.4827,0.0000
0.415,1.4826,0.0000
0.416,1.4826,0.0000
0.417,1.4825,0.0000
0.418,1.4824,0.0000
0.419,1.4823,0.0000
0.42,1.4822,0.0000
0.421,1.4821,0.0000
0.422,1.4820,0.0000
0.423,1.4819,0.0000
0.424,1.4819,0.0000
0.425,1.4818,0.0000
0.426,1.4817,0.0000
0.427,1.4816,0.0000
0.428,1.4815,0.0000
0.429,1.4814,0.0000
0.43,1.4814,0.0000
0.431,1.4813,0.0000
0.432,1.4812,0.0000
0.433,1.4811,0.0000
0.434,1.4810,0.0000
0.435,1.4810,0.0000
0.436,1.4809,0.0000
0.437,1.4808,0.0000
0.438,1.4807,0.0000
0.439,1.4807,0.0000
0.44,1.4806,0.0000
0.441,1.4805,0.0000
0.442,1.4804,0.0000
0.443,1.4804,0.0000
0.444,1.4803,0.0000
0.445,1.4802,0.0000
0.446,1.4801,0.0000
0.447,1.4801,0.0000
0.448,1.4800,0.0000
0.449,1.4799,0.0000
0.45,1.4798,0.0000
0.451,1.4798,0.0000
0.452,1.4797,0.0000
0.453,1.4796,0.0000
0.454,1.4796,0.0000
0.455,1.4795,0.0000
0.456,1.4794,0.0000
0.457,1.4794,0.0000
0.458,1.4793,0.0000
0.459,1.4792,0.0000
0.46,1.4792,0.0000
0.461,1.4791,0.0000
0.462,1.4790,0.0000
0.463,1.4790,0.0000
0.464,1.4789,0.0000
0.465,1.4788,0.0000
0.466,1.4788,0.0000
0.467,1.4787,0.0000
0.468,1.4787,0.0000
0.469,1.4786,0.0000
0.47,1.4785,0.0000
0.471,1.4785,0.0000
0.472,1.4784,0.0000
0.473,1.4783,0.0000
0.474,1.4783,0.0000
0.475,1.4782,0.0000
0.476,1.4782,0.0000
0.477,1.4781,0.0000
0.478,1.4780,0.0000
0.479,1.4780,0.0000
0.48,1.4779,0.0000
0.481,1.4779,0.0000
0.482,1.4778,0.0000
0.483,1.4778,0.0000
0.484,1.4777,0.0000
0.485,1.4776,0.0000
0.486,1.4776,0.0000
0.487,1.4775,0.0000
0.488,1.4775,0.0000
0.489,1.4774,0.0000
0.49,1.4774,0.0000
0.491,1.4773,0.0000
0.492,1.4773,0.0000
0.493,1.4772,0.0000
0.494,1.4772,0.0000
0.495,1.4771,0.0000
0.496,1.4771,0.0000
0.497,1.4770,0.0000
0.498,1.4770,0.0000
0.499,1.4769,0.0000
0.5,1.4768,0.0000
0.501,1.4768,0.0000
0.502,1.4767,0.0000
0.503,1.4767,0.0000
0.504,1.4766,0.0000
0.505,1.4766,0.0000
0.506,1.4766,0.0000
0.507,1.4765,0.0000
0.508,1.4765,0.0000
0.509,1.4764,0.0000
0.51,1.4764,0.0000
0.511,1.4763,0.0000
0.512,1.4763,0.0000
0.513,1.4762,0.0000
0.514,1.4762,0.0000
0.515,1.4761,0.0000
0.516,1.4761,0.0000
0.517,1.4760,0.0000
0.518,1.4760,0.0000
0.519,1.4759,0.0000
0.52,1.4759,0.0000
0.521,1.4758,0.0000
0.522,1.4758,0.0000
0.523,1.4758,0.0000
0.524,1.4757,0.0000
0.525,1.4757,0.0000
0.526,1.4756,0.0000
0.527,1.4756,0.0000
0.528,1.4755,0.0000
0.529,1.4755,0.0000
0.53,1.4755,0.0000
0.531,1.4754,0.0000
0.532,1.4754,0.0000
0.533,1.4753,0.0000
0.534,1.4753,0.0000
0.535,1.4752,0.0000
0.536,1.4752,0.0000
0.537,1.4752,0.0000
0.538,1.4751,0.0000
0.539,1.4751,0.0000
0.54,1.4750,0.0000
0.541,1.4750,0.0000
0.542,1.4750,0.0000
0.543,1.4749,0.0000
0.544,1.4749,0.0000
0.545,1.4748,0.0000
0.546,1.4748,0.0000
0.547,1.4748,0.0000
0.548,1.4747,0.0000
0.549,1.4747,0.0000
0.55,1.4747,0.0000
0.551,1.4746,0.0000
0.552,1.4746,0.0000
0.553,1.4745,0.0000
0.554,1.4745,0.0000
0.555,1.4745,0.0000
0.556,1.4744,0.0000
0.557,1.4744,0.0000
0.558,1.4744,0.0000
0.559,1.4743,0.0000
0.56,1.4743,0.0000
0.561,1.4742,0.0000
0.562,1.4742,0.0000
0.563,1.4742,0.0000
0.564,1.4741,0.0000
0.565,1.4741,0.0000
0.566,1.4741,0.0000
0.567,1.4740,0.0000
0.568,1.4740,0.0000
0.569,1.4740,0.0000
0.57,1.4739,0.0000
0.571,1.4739,0.0000
0.572,1.4739,0.0000
0.573,1.4738,0.0000
0.574,1.4738,0.0000
0.575,1.4738,0.0000
0.576,1.4737,0.0000
0.577,1.4737,0.0000
0.578,1.4737,0.0000
0.579,1.4736,0.0000
0.58,1.4736,0.0000
0.581,1.4736,0.0000
0.582,1.4735,0.0000
0.583,1.4735,0.0000
0.584,1.4735,0.0000
0.585,1.4734,0.0000
0.586,1.4734,0.0000
0.587,1.4734,0.0000
0.588,1.4733,0.0000
0.589,1.4733,0.0000
0.59,1.4733,0.0000
0.591,1.4733,0.0000
0.592,1.4732,0.0000
0.593,1.4732,0.0000
0.594,1.4732,0.0000
0.595,1.4731,0.0000
0.596,1.4731,0.0000
0.597,1.4731,0.0000
0.598,1.4730,0.0000
0.599,1.4730,0.0000
0.6,1.4730,0.0000
0.601,1.4730,0.0000
0.602,1.4729,0.0000
0.603,1.4729,0.0000
0.604,1.4729,0.0000
0.605,1.4728,0.0000
0.606,1.4728,0.0000
0.607,1.4728,0.0000
0.608,1.4728,0.0000
0.609,1.4727,0.0000
0.61,1.4727,0.0000
0.611,1.4727,0.0000
0.612,1.4727,0.0000
0.613,1.4726,0.0000
0.614,1.4726,0.0000
0.615,1.4726,0.0000
0.616,1.4725,0.0000
0.617,1.4725,0.0000
0.618,1.4725,0.0000
0.619,1.4725,0.0000
0.62,1.4724,0.0000
0.621,1.4724,0.0000
0.622,1.4724,0.0000
0.623,1.4724,0.0000
0.624,1.4723,0.0000
0.625,1.4723,0.0000
0.626,1.4723,0.0000
0.627,1.4723,0.0000
0.628,1.4722,0.0000
0.629,1.4722,0.0000
0.63,1.4722,0.0000
0.631,1.4722,0.0000
0.632,1.4721,0.0000
0.633,1.4721,0.0000
0.634,1.4721,0.0000
0.635,1.4721,0.0000
0.636,1.4720,0.0000
0.637,1.4720,0.0000
0.638,1.4720,0.0000
0.639,1.4720,0.0000
0.64,1.4719,0.0000
0.641,1.4719,0.0000
0.642,1.4719,0.0000
0.643,1.4719,0.0000
0.644,1.4718,0.0000
0.645,1.4718,0.0000
0.646,1.4718,0.0000
0.647,1.4718,0.0000
